Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,TenureCategory,PerformanceBoost,StabilityScore,EngagementScore
57,0,2,1,24,2,1,3,1,4,3,0,4,0,9439,3.0,1,16,3,2,1,12.0,2.0,1,5,3.0,1.0,4.0,1,48,1.4,2.5
27,0,0,1,3,3,3,3,1,2,1,6,3,0,2566,1.0,1,15,3,4,1,1.0,2.0,2,1,1.0,0.0,1.0,2,45,2.0,3.0
50,0,2,1,11,3,1,3,0,3,5,3,2,2,16581,3.0,0,15,3,2,0,21.0,4.5,3,5,4.0,4.0,4.0,1,45,1.6,2.5
41,0,2,1,14,3,1,1,1,3,1,6,3,0,2451,4.0,0,12,3,1,1,13.0,2.0,3,9,8.0,1.0,8.0,0,36,1.7777777777777777,2.0
30,0,2,2,5,3,1,2,0,3,3,7,4,1,9419,2.0,0,12,3,3,1,12.0,2.0,3,10,9.0,7.0,4.0,0,36,1.3,3.0
38,0,2,2,1,4,1,1,0,2,2,7,4,2,8686,4.0,0,22,4,3,0,12.0,2.0,4,8,3.0,0.0,7.0,0,88,1.25,3.0
32,0,2,1,6,5,1,3,1,3,1,6,3,2,3038,3.0,0,20,4,1,0,8.0,2.0,3,5,4.0,1.0,4.0,1,80,1.6,2.5
27,0,2,1,17,3,5,3,1,3,1,6,2,1,3058,0.0,1,16,3,4,1,6.0,3.0,2,5,2.0,1.0,1.0,1,48,0.6,2.75
19,1,1,2,1,1,5,3,0,1,1,8,1,2,2325,0.0,0,21,4,1,0,1.0,4.5,4,0,0.0,0.0,0.0,2,84,1.25,2.25
36,0,1,1,3,2,3,4,1,3,1,2,2,2,2088,4.0,0,12,3,3,0,13.0,3.0,2,8,7.0,7.0,2.0,0,36,1.125,2.75
30,0,0,1,9,3,3,3,1,3,2,2,1,0,3072,1.0,0,11,3,3,2,12.0,4.0,3,12,9.0,6.0,10.0,3,33,1.5833333333333333,2.5
45,0,2,2,4,2,1,3,0,3,2,7,1,0,5006,4.0,1,11,3,1,1,9.0,3.0,4,5,4.0,0.0,3.0,1,33,1.4,2.25
56,0,2,1,8,3,1,3,0,3,1,6,1,0,4257,4.0,1,18,3,3,1,19.0,3.0,3,2,2.0,2.0,2.0,2,54,2.0,2.5
33,0,2,1,2,3,1,3,1,3,1,6,4,2,2500,0.0,0,14,3,1,0,4.0,2.0,4,3,1.0,0.0,2.0,1,42,1.0,3.0
19,1,2,1,2,3,1,2,1,2,1,2,4,2,1102,1.0,0,22,4,3,0,1.0,3.0,2,1,0.0,1.0,0.0,2,88,0.0,2.75
46,0,2,2,1,2,2,2,0,3,3,7,1,0,10453,1.0,0,25,4,3,3,24.0,2.0,3,18,13.0,7.5,7.0,3,100,1.1111111111111112,2.25
38,0,2,1,9,2,1,3,0,3,1,2,4,2,2288,1.0,0,12,3,3,0,2.0,3.0,3,2,2.0,2.0,1.0,2,36,1.5,3.25
31,0,2,1,12,1,3,3,0,3,1,6,4,1,3929,8.0,1,23,4,3,1,7.0,0.5,3,4,2.0,0.0,2.0,1,92,1.0,3.25
34,0,2,1,27,2,3,4,0,3,1,6,2,2,2311,2.0,0,15,3,4,0,9.0,3.0,3,3,2.0,1.0,2.0,1,45,1.3333333333333333,3.25
41,1,2,2,20,2,2,2,0,3,1,8,2,2,3140,1.0,1,22,4,4,0,4.0,4.5,2,4,3.0,0.0,2.0,1,88,1.25,2.5
50,0,2,1,1,3,3,3,1,2,1,2,3,1,3690,2.0,0,15,3,4,1,5.0,2.0,2,3,2.0,0.0,2.0,1,45,1.3333333333333333,3.0
53,0,2,1,13,2,3,4,0,4,2,4,1,0,4450,1.0,0,11,3,3,2,5.0,3.0,3,4,2.0,1.0,3.0,1,33,1.25,2.75
33,0,2,1,14,3,3,4,0,3,1,6,2,1,2756,1.0,0,13,3,4,1,8.0,4.5,3,8,7.0,1.0,6.0,0,39,1.625,3.25
40,0,2,1,4,1,3,4,0,3,5,3,3,1,16581,1.0,0,14,3,2,1,21.0,2.0,3,18,8.0,7.5,9.0,3,42,0.9444444444444444,3.0
55,0,2,1,14,4,3,3,1,4,5,5,2,2,16581,8.0,0,11,3,4,0,28.5,3.0,3,18,14.5,2.0,14.5,3,33,1.6111111111111112,3.0
34,0,1,1,2,1,1,4,1,2,2,4,3,1,9547,1.0,0,17,3,3,0,10.0,2.0,2,10,9.0,1.0,9.0,0,51,1.8,3.0
51,0,2,1,3,3,3,4,0,3,4,0,2,2,13734,3.0,0,18,3,3,0,21.0,4.5,3,7,7.0,1.0,0.0,0,54,1.0,3.0
52,0,2,1,1,4,1,3,1,2,5,3,3,1,16581,0.0,0,14,3,1,1,28.5,4.5,3,18,14.5,7.5,9.0,3,42,1.3055555555555556,2.5
27,0,2,1,9,3,3,4,0,3,1,6,2,2,2279,1.0,0,16,3,4,0,7.0,2.0,2,7,7.0,0.0,3.0,0,48,1.4285714285714286,3.0
35,1,2,1,23,2,1,2,1,2,2,4,3,1,5916,3.0,1,13,3,1,0,8.0,1.0,3,1,0.0,0.0,1.0,2,39,1.0,2.25
43,0,0,1,7,3,3,4,1,4,1,6,4,0,2089,4.0,0,14,3,4,3,7.0,3.0,4,5,4.0,2.0,2.0,1,42,1.2,4.0
45,0,0,1,2,2,3,1,1,2,4,3,4,1,16581,8.5,0,23,4,4,1,22.0,1.0,3,18,8.0,7.5,8.0,3,92,0.8888888888888888,3.0
37,0,2,1,21,3,1,2,1,4,1,6,1,1,3564,1.0,1,12,3,1,1,8.0,3.0,2,8,7.0,1.0,7.0,0,36,1.75,1.5
35,0,1,1,2,3,3,2,0,3,2,2,2,2,4425,5.0,0,11,3,4,0,10.0,4.5,3,6,2.0,1.0,2.0,0,33,0.6666666666666666,2.75
42,0,0,1,21,2,3,3,0,3,2,4,3,0,5265,2.0,0,16,3,2,1,11.0,4.5,3,5,3.0,0.0,2.0,1,48,1.0,2.75
38,0,2,1,2,4,1,4,1,3,2,4,3,1,6553,8.5,0,14,3,2,0,14.0,3.0,3,1,0.0,0.0,0.0,2,42,0.0,3.0
38,0,2,1,29,3,5,4,1,3,2,4,4,1,6261,3.0,0,18,3,1,1,9.0,3.0,1,7,7.0,1.0,7.0,0,54,2.0,2.5
27,0,1,1,1,1,5,3,1,2,2,4,1,1,4298,5.0,0,19,3,3,1,6.0,1.0,3,2,2.0,2.0,0.0,2,57,1.0,2.5
49,0,0,1,18,4,1,4,1,3,2,4,4,0,6804,1.0,1,15,3,1,2,7.0,0.5,3,7,7.0,1.0,7.0,0,45,2.0,3.0
34,0,1,1,10,4,3,4,1,3,1,6,3,0,3815,1.0,1,17,3,4,1,5.0,4.0,4,5,3.0,2.0,0.0,1,51,0.6,3.75
40,0,2,1,19,2,3,3,1,3,2,2,4,1,2741,8.0,1,15,3,3,1,15.0,2.0,4,7,2.0,3.0,7.0,0,45,1.2857142857142858,3.5
38,1,2,1,29,1,3,2,1,3,2,0,1,1,6673,7.0,1,19,3,2,0,17.0,2.0,3,1,0.0,0.0,0.0,2,57,0.0,2.0
29,1,2,2,27,3,2,2,0,3,3,7,4,1,7639,1.0,0,22,4,4,3,10.0,3.0,2,10,4.0,1.0,9.0,0,88,1.3,3.0
22,0,2,1,5,3,1,4,1,4,1,6,2,0,2328,1.0,1,16,3,1,1,4.0,2.0,2,4,2.0,2.0,2.0,1,48,1.0,2.25
36,0,1,1,18,1,3,2,0,3,1,2,4,2,2153,1.0,0,13,3,1,0,8.0,2.0,3,8,1.0,1.0,7.0,0,39,1.0,2.5
40,0,0,1,9,5,1,4,1,2,2,0,4,1,4876,8.5,0,14,3,4,1,5.0,4.5,1,3,2.0,0.0,2.0,1,42,1.3333333333333333,3.25
46,0,2,1,1,4,3,4,1,3,3,0,1,0,9396,7.0,0,16,3,3,1,17.0,3.0,3,4,2.0,0.0,3.0,1,48,1.25,2.75
32,1,2,2,4,4,3,4,1,1,3,7,4,1,10400,1.0,0,11,3,3,0,14.0,2.0,2,14,8.0,7.5,8.0,3,33,1.1428571428571428,3.25
30,0,0,1,1,1,1,3,1,2,3,4,3,2,8474,1.0,0,22,4,3,0,12.0,2.0,3,11,8.0,5.0,8.0,3,88,1.4545454545454546,3.0
27,0,1,2,20,3,1,4,0,3,2,7,3,2,9981,1.0,0,14,3,4,0,7.0,2.0,3,7,7.0,0.0,7.0,0,42,2.0,3.5
51,0,2,1,8,4,1,2,1,2,3,5,2,1,12490,5.0,0,16,3,4,2,16.0,4.5,1,10,9.0,4.0,7.0,0,48,1.6,2.25
30,1,2,1,3,3,5,4,0,3,1,6,1,2,2657,5.0,1,11,3,3,0,8.0,4.5,3,5,2.0,0.0,4.0,1,33,1.2,2.75
41,0,2,2,6,3,1,4,0,3,3,3,4,2,13591,3.0,1,18,3,3,0,16.0,3.0,3,1,0.0,0.0,0.0,2,54,0.0,3.5
30,1,1,2,26,4,2,3,0,2,2,7,1,2,6696,5.0,0,15,3,3,0,9.0,4.5,2,6,3.0,0.0,1.0,0,45,0.6666666666666666,2.25
29,1,2,1,1,3,5,3,1,3,1,6,3,2,2058,0.0,0,14,3,4,0,7.0,1.0,2,6,2.0,1.0,5.0,0,42,1.1666666666666667,3.0
45,0,0,2,6,3,3,4,0,2,3,7,4,2,8865,6.0,0,12,3,4,0,23.0,2.0,3,18,7.0,7.5,8.0,3,36,0.8333333333333334,3.75
54,0,2,2,3,3,2,4,0,3,2,7,1,1,5940,2.0,0,14,3,4,1,16.0,4.0,3,6,2.0,0.0,5.0,0,42,1.1666666666666667,3.0
36,0,2,1,5,2,1,4,1,3,2,2,2,2,5914,8.0,0,16,3,4,0,16.0,3.0,4,13,11.0,3.0,7.0,3,48,1.3846153846153846,3.5
33,0,2,1,4,4,3,3,0,2,1,6,2,1,2622,6.0,0,21,4,4,0,7.0,3.0,3,3,2.0,1.0,1.0,1,84,1.0,3.0
37,0,1,1,11,3,4,2,1,3,3,5,4,0,12185,1.0,1,14,3,3,3,10.0,1.0,3,10,8.0,0.0,7.0,0,42,1.5,3.0
38,0,2,2,3,3,1,1,1,3,3,7,3,0,10609,0.0,0,12,3,3,2,17.0,4.5,2,16,10.0,5.0,13.0,3,36,1.4375,2.25
31,0,0,1,1,4,3,3,1,1,2,4,3,1,4345,0.0,0,12,3,4,1,6.0,2.0,3,5,4.0,1.0,4.0,1,36,1.6,3.25
59,0,2,1,3,3,1,3,1,2,1,6,4,1,2177,3.0,0,17,3,1,1,7.0,4.5,3,1,0.0,0.0,0.0,2,51,0.0,2.75
37,0,1,2,4,4,2,1,1,3,1,8,4,0,2793,4.0,0,17,3,3,1,13.0,2.0,3,9,8.0,5.0,8.0,0,51,1.7777777777777777,2.75
29,0,1,2,1,1,3,2,0,3,3,7,4,1,7918,1.0,0,14,3,4,1,11.0,4.5,3,11,10.0,4.0,1.0,3,42,1.0,3.25
35,0,1,2,1,3,2,3,0,3,3,7,3,2,8789,1.0,0,14,3,1,0,10.0,3.0,4,10,7.0,0.0,8.0,0,42,1.5,2.75
29,1,2,1,18,1,3,3,1,2,1,6,4,2,2389,1.0,1,13,3,3,0,4.0,3.0,2,4,3.0,0.0,1.0,1,39,1.0,3.0
52,0,2,1,2,3,1,3,0,2,1,2,4,2,3212,7.0,0,15,3,2,0,6.0,3.0,2,2,2.0,2.0,2.0,2,45,2.0,2.75
42,0,2,1,4,2,5,3,1,3,5,3,4,1,16581,1.0,0,11,3,4,0,22.0,3.0,3,18,14.5,7.5,14.5,3,33,1.6111111111111112,3.5
59,0,2,0,6,2,3,2,1,3,1,1,3,1,2267,8.0,0,17,3,4,0,7.0,2.0,2,2,2.0,2.0,2.0,2,51,2.0,2.75
50,0,2,2,1,4,3,4,0,3,5,3,4,0,16581,3.0,0,11,3,3,1,28.5,3.0,2,7,0.0,0.0,6.0,0,33,0.8571428571428571,3.25
33,1,2,1,14,3,3,3,1,3,1,2,4,1,2436,5.0,1,13,3,3,1,8.0,2.0,1,5,4.0,0.0,4.0,1,39,1.6,2.75
43,0,2,2,16,3,2,4,0,3,4,3,4,1,16064,5.0,1,22,4,3,1,22.0,3.0,3,17,13.0,1.0,9.0,3,88,1.2941176470588236,3.5
33,1,2,1,2,2,1,1,0,3,1,2,1,1,2707,7.0,0,20,4,1,0,13.0,3.0,4,9,7.0,1.0,7.0,0,80,1.5555555555555556,1.75
52,0,0,2,2,4,1,1,1,2,5,3,3,2,16581,1.0,1,18,3,4,0,28.5,2.0,4,18,7.0,7.5,12.0,3,54,1.0555555555555556,3.0
32,0,2,2,4,2,1,3,0,3,1,8,2,1,3931,2.0,0,11,3,1,1,6.0,4.5,3,4,3.0,1.0,2.0,1,33,1.25,2.25
32,1,2,1,1,3,1,4,1,2,1,2,3,2,3730,0.0,1,14,3,4,0,4.0,2.0,1,3,2.0,1.0,2.0,1,42,1.3333333333333333,3.0
39,0,2,1,1,4,3,3,0,3,1,2,3,0,2232,7.0,0,14,3,3,3,7.0,1.0,3,3,2.0,1.0,2.0,1,42,1.3333333333333333,3.0
32,0,0,2,26,4,2,3,1,3,2,7,4,1,4465,0.0,0,18,3,1,0,4.0,2.0,3,3,2.0,2.0,2.0,1,54,1.3333333333333333,2.75
41,0,2,1,19,2,1,3,1,3,2,6,1,0,3072,2.0,0,16,3,1,2,17.0,2.0,2,1,0.0,0.0,0.0,2,48,0.0,1.75
40,0,2,1,24,2,5,1,1,3,2,6,4,0,3319,1.0,0,17,3,1,2,9.0,3.0,3,9,8.0,4.0,7.0,0,51,1.6666666666666667,2.25
45,0,2,1,1,3,4,3,1,4,5,3,4,1,16581,0.0,0,11,3,3,1,25.0,2.0,3,18,0.0,1.0,7.0,3,33,0.3888888888888889,3.25
31,0,1,1,3,4,3,2,1,3,3,5,3,0,13675,8.5,0,12,3,1,1,9.0,3.0,3,2,2.0,2.0,2.0,2,36,2.0,2.25
33,0,2,1,5,4,1,3,0,2,1,6,4,1,2911,1.0,0,13,3,3,1,2.0,2.0,2,2,2.0,0.0,2.0,2,39,2.0,3.0
34,0,2,1,2,4,1,4,1,2,2,4,1,1,5957,6.0,0,13,3,2,1,13.0,3.0,3,11,9.0,5.0,9.0,3,39,1.6363636363636365,2.5
37,0,2,1,1,2,3,3,0,2,1,6,1,1,3920,2.0,0,14,3,1,1,17.0,2.0,2,3,1.0,0.0,2.0,1,42,1.0,1.75
45,0,1,1,7,4,1,1,1,4,2,4,3,1,6434,4.0,0,17,3,4,1,9.0,1.0,3,3,2.0,0.0,2.0,1,51,1.3333333333333333,2.75
37,1,1,1,10,3,3,1,1,3,3,4,3,0,10048,6.0,0,11,3,2,2,17.0,4.5,3,1,0.0,0.0,0.0,2,33,0.0,2.25
39,0,1,1,2,4,5,3,0,3,3,0,3,2,10938,0.0,0,25,4,4,0,20.0,1.0,3,18,6.0,7.5,8.0,3,100,0.7777777777777778,3.25
29,0,2,1,15,3,1,3,1,3,1,6,4,2,2340,1.0,0,19,3,1,0,6.0,1.0,3,6,5.0,1.0,5.0,0,57,1.6666666666666667,2.75
42,0,2,1,17,2,1,4,0,4,2,6,1,2,6545,3.0,1,13,3,3,0,10.0,1.0,3,3,2.0,0.0,2.0,1,39,1.3333333333333333,2.75
29,0,2,2,20,2,2,4,1,3,2,7,4,0,6931,2.0,0,14,3,4,1,10.0,2.0,3,3,2.0,0.0,2.0,1,42,1.3333333333333333,3.75
25,0,2,1,1,3,1,1,0,3,2,4,3,1,4898,0.0,0,12,3,4,2,5.0,3.0,3,4,2.0,1.0,2.0,1,36,1.0,2.75
42,0,2,1,2,3,3,4,0,2,1,2,1,0,2593,0.0,1,11,3,3,1,10.0,4.0,3,9,6.0,7.0,8.0,0,33,1.5555555555555556,2.75
40,0,2,1,2,2,3,1,1,3,5,5,3,0,16581,0.0,0,19,3,4,1,22.0,4.5,3,18,7.0,3.0,9.0,3,57,0.8888888888888888,2.75
51,0,2,1,1,3,1,3,1,3,1,6,4,1,2723,1.0,0,11,3,2,0,1.0,0.5,2,1,0.0,0.0,0.0,2,33,0.0,2.75
31,1,1,1,29,2,3,3,1,2,1,2,2,2,3479,0.0,0,11,3,2,0,6.0,2.0,4,5,4.0,1.0,4.0,1,33,1.6,2.75
32,0,1,1,7,3,1,2,1,4,1,2,2,1,2794,1.0,0,20,4,3,0,5.0,3.0,1,5,1.0,0.0,3.0,1,80,0.8,2.0
38,0,0,2,2,2,1,4,1,2,2,7,4,1,5249,3.0,0,18,3,4,1,13.0,0.5,3,8,7.0,7.0,5.0,0,54,1.5,3.75
32,0,2,1,2,1,5,4,1,2,2,2,1,2,2176,4.0,0,13,3,4,0,9.0,4.5,3,6,2.0,0.0,4.0,0,39,1.0,3.0
46,0,2,2,2,3,5,3,0,1,4,3,2,1,16581,3.0,1,12,3,2,1,28.0,2.0,2,7,7.0,7.0,7.0,0,36,2.0,2.25
28,1,2,1,2,4,1,1,1,3,1,2,3,2,3485,2.0,0,11,3,3,0,5.0,4.5,1,0,0.0,0.0,0.0,2,33,1.25,2.0
29,0,2,2,2,3,3,1,1,2,2,7,2,1,6644,2.0,0,19,3,2,2,10.0,2.0,3,0,0.0,0.0,0.0,2,57,1.25,2.0
31,0,2,1,23,3,3,2,1,2,2,0,4,1,5582,0.0,0,21,4,2,1,10.0,2.0,3,9,0.0,7.0,8.0,0,84,0.8888888888888888,2.75
25,0,0,1,5,2,1,2,1,4,2,0,1,0,4000,1.0,0,12,3,4,2,6.0,2.0,3,6,3.0,1.0,5.0,0,36,1.3333333333333333,2.5
45,0,2,1,20,2,3,3,1,3,4,0,4,1,13496,0.0,1,14,3,2,0,21.0,2.0,3,18,7.0,4.0,10.0,3,42,0.9444444444444444,3.0
36,0,2,1,6,3,1,4,1,3,1,2,4,1,3210,0.0,0,11,3,3,1,16.0,4.0,3,15,13.0,7.5,11.0,3,33,1.6,3.5
55,0,2,1,1,3,3,4,1,3,5,3,1,2,16581,0.0,1,14,3,3,0,28.5,2.0,3,18,10.0,4.0,13.0,3,42,1.2777777777777777,2.75
47,1,0,1,29,4,1,1,1,3,3,3,2,1,11849,1.0,1,12,3,4,1,10.0,2.0,2,10,7.0,7.5,9.0,0,36,1.6,2.25
28,0,2,1,9,3,3,4,1,3,1,6,4,1,2070,1.0,0,23,4,4,1,5.0,3.0,2,5,2.0,0.0,4.0,1,92,1.2,3.5
37,0,2,2,6,4,3,3,1,3,2,7,4,1,6502,4.0,0,14,3,2,1,7.0,4.5,4,5,4.0,0.0,1.0,1,42,1.0,3.25
21,0,2,1,3,2,3,4,1,2,1,6,3,2,3230,1.0,0,17,3,1,0,3.0,4.0,4,3,2.0,1.0,0.0,1,51,0.6666666666666666,3.0
37,0,0,1,1,4,3,1,0,3,3,5,4,0,13603,2.0,1,18,3,1,2,15.0,2.0,3,5,2.0,0.0,2.0,1,54,0.8,2.25
35,0,2,1,22,3,1,2,0,4,3,3,2,0,11996,7.0,0,18,3,2,1,10.0,4.5,2,7,7.0,6.0,2.0,0,54,1.2857142857142858,2.0
38,0,2,2,7,2,3,1,0,4,2,7,1,0,5605,1.0,1,24,4,3,1,8.0,3.0,3,8,0.0,7.0,7.0,0,96,0.875,2.0
26,0,1,1,1,3,1,3,0,3,2,4,2,0,6397,1.0,0,20,4,1,1,6.0,4.5,1,6,5.0,1.0,4.0,0,80,1.5,1.75
50,0,2,1,4,1,1,1,1,3,5,5,2,0,16581,3.0,0,14,3,1,2,28.0,4.0,2,10,4.0,1.0,6.0,0,42,1.0,1.5
53,0,2,1,3,4,3,3,1,3,4,5,3,1,16581,3.0,1,16,3,4,3,21.0,4.5,2,5,3.0,1.0,3.0,1,48,1.2,3.0
42,0,2,2,1,1,1,2,1,3,2,7,3,1,4907,1.0,0,25,4,3,0,20.0,3.0,3,18,14.5,7.5,6.0,3,100,1.1388888888888888,2.75
29,0,1,2,2,2,1,2,1,3,2,7,4,2,4554,1.0,0,18,3,1,0,10.0,3.0,2,10,7.0,0.0,9.0,0,54,1.6,2.25
55,0,2,1,20,2,5,2,1,3,2,2,4,1,5415,3.0,1,19,3,4,1,12.0,4.0,3,10,7.0,0.0,8.0,0,57,1.5,3.25
26,0,1,1,11,2,3,1,1,3,2,0,1,1,4741,1.0,1,13,3,3,1,5.0,3.0,3,5,3.0,3.0,3.0,1,39,1.2,2.0
37,0,2,1,1,3,1,4,0,3,1,6,4,2,2115,1.0,0,12,3,2,0,17.0,3.0,3,17,12.0,5.0,7.0,3,36,1.1176470588235294,3.25
44,1,1,1,24,3,1,4,1,3,1,2,3,0,3161,3.0,1,22,4,4,1,19.0,0.5,1,1,0.0,0.0,0.0,2,88,0.0,3.0
38,0,2,1,23,4,1,4,1,3,2,0,4,0,5745,8.5,0,14,3,2,1,10.0,2.0,3,2,2.0,1.0,2.0,2,42,2.0,3.25
26,1,2,1,16,4,3,1,1,3,1,2,2,0,2373,2.0,1,13,3,4,1,5.0,2.0,3,3,2.0,0.0,2.0,1,39,1.3333333333333333,2.5
28,0,2,1,8,2,1,4,0,3,1,6,4,2,3310,1.0,0,21,4,4,0,5.0,3.0,3,5,3.0,0.0,2.0,1,84,1.0,3.75
49,0,1,1,10,4,1,3,0,3,5,5,1,2,16581,8.5,1,11,3,4,0,22.0,4.0,3,3,2.0,1.0,2.0,1,33,1.3333333333333333,2.75
36,0,2,1,3,3,5,3,1,3,2,6,2,2,4485,4.0,0,12,3,4,0,10.0,2.0,3,8,0.0,7.0,7.0,0,36,0.875,3.0
31,0,1,2,5,3,2,4,0,3,1,8,2,0,2789,1.0,0,11,3,3,1,2.0,4.5,2,2,2.0,2.0,2.0,2,33,2.0,2.75
26,1,2,2,4,4,2,4,1,2,2,7,4,2,5828,1.0,1,12,3,2,0,8.0,0.5,3,8,7.0,7.0,4.0,0,36,1.375,3.25
37,0,1,1,9,3,3,2,1,3,1,6,4,1,2326,1.0,1,12,3,3,3,4.0,3.0,2,4,2.0,1.0,2.0,1,36,1.0,2.75
42,0,1,2,26,3,2,3,0,3,4,7,2,1,13525,5.0,0,14,3,4,1,23.0,2.0,4,18,4.0,4.0,8.0,3,42,0.6666666666666666,3.25
18,1,2,1,3,3,1,3,1,3,1,2,3,2,1420,1.0,0,13,3,3,0,0.0,2.0,3,0,0.0,0.0,0.0,2,39,1.25,3.0
35,0,2,2,16,3,2,3,1,3,3,7,2,1,8020,0.0,0,15,3,3,2,12.0,3.0,2,11,9.0,6.0,9.0,3,45,1.6363636363636365,2.5
36,0,1,1,18,4,1,3,1,4,1,2,4,1,3688,4.0,0,18,3,4,2,4.0,2.0,3,1,0.0,0.0,0.0,2,54,0.0,3.5
51,0,2,1,2,3,3,4,1,1,2,4,2,0,5482,5.0,0,18,3,4,1,13.0,3.0,3,4,1.0,1.0,2.0,1,54,0.75,3.25
41,0,2,2,2,4,1,4,1,3,4,3,2,2,16015,1.0,0,19,3,2,0,22.0,2.0,3,18,10.0,0.0,4.0,3,57,0.7777777777777778,2.75
18,0,2,2,10,3,3,4,0,2,1,8,3,2,1200,1.0,0,12,3,1,0,0.0,2.0,3,0,0.0,0.0,0.0,2,36,1.25,2.75
28,0,2,1,16,2,3,2,1,4,2,0,1,2,5661,0.0,0,19,3,3,0,9.0,2.0,3,8,3.0,0.0,7.0,0,57,1.25,2.25
31,0,2,2,7,3,5,2,1,4,2,7,4,1,6929,4.0,0,11,3,2,1,10.0,3.0,2,8,7.0,7.0,7.0,0,33,1.75,2.5
39,0,2,1,1,3,3,3,1,4,3,0,4,0,9613,0.0,0,17,3,1,3,19.0,4.5,2,18,10.0,3.0,7.0,3,51,0.9444444444444444,2.5
36,0,0,1,24,4,1,2,0,3,2,2,2,1,5674,7.0,0,15,3,3,1,11.0,3.0,3,9,8.0,0.0,8.0,0,45,1.7777777777777777,2.5
32,0,2,2,7,3,1,4,1,2,2,7,3,1,5484,1.0,0,14,3,3,1,13.0,3.0,2,13,8.0,4.0,8.0,3,42,1.2307692307692308,3.0
38,0,2,1,25,2,1,1,0,2,3,5,2,1,12061,3.0,0,17,3,3,1,19.0,2.0,3,10,8.0,0.0,1.0,0,51,0.9,2.25
58,0,0,1,1,4,1,4,1,1,2,0,3,0,5660,2.0,1,13,3,4,1,12.0,2.0,3,5,3.0,1.0,2.0,1,39,1.0,3.5
31,0,2,1,5,4,5,3,1,3,1,6,4,1,4821,0.0,1,12,3,3,1,6.0,4.0,3,5,2.0,0.0,3.0,1,36,1.0,3.25
31,0,2,0,2,3,0,1,1,2,2,1,1,1,6410,3.0,0,12,3,4,0,9.0,1.0,3,2,2.0,1.0,0.0,2,36,1.0,2.25
45,0,1,1,7,3,1,1,1,3,3,2,1,0,5210,1.0,0,18,3,1,1,24.0,2.0,3,18,9.0,7.5,11.0,3,54,1.1111111111111112,1.5
31,0,2,1,2,4,1,3,1,3,1,6,4,0,2695,0.0,1,18,3,2,1,3.0,2.0,1,2,2.0,2.0,2.0,2,54,2.0,2.5
33,0,1,1,5,4,1,4,0,3,3,3,2,1,11878,6.0,0,11,3,2,2,12.0,2.0,3,10,6.0,7.5,8.0,0,33,1.4,2.75
39,0,2,1,10,1,3,3,1,3,4,3,1,1,16581,1.0,1,14,3,4,0,21.0,3.0,3,18,9.0,7.5,10.0,3,42,1.0555555555555556,2.75
43,0,1,1,10,4,1,3,0,3,1,2,4,2,2455,0.0,0,19,3,1,0,9.0,4.5,3,8,7.0,1.0,7.0,0,57,1.75,2.75
49,0,2,1,1,2,5,3,0,2,4,0,3,2,13964,7.0,1,12,3,4,0,25.0,2.0,3,7,1.0,0.0,7.0,0,36,1.1428571428571428,3.25
52,1,2,1,8,4,3,3,1,2,2,6,2,1,4941,2.0,0,15,3,1,0,11.0,3.0,2,8,2.0,7.0,7.0,0,45,1.125,2.0
27,0,2,1,5,3,1,3,0,3,1,6,2,2,2478,1.0,1,12,3,2,0,4.0,2.0,2,4,3.0,1.0,2.0,1,36,1.25,2.25
32,0,2,2,8,2,5,3,0,2,2,7,2,1,5228,1.0,1,11,3,4,0,13.0,2.0,3,13,12.0,7.5,9.0,3,33,1.6153846153846154,3.0
27,0,2,2,2,3,1,4,1,3,2,7,3,2,4478,1.0,1,11,3,1,0,5.0,3.0,3,5,4.0,0.0,4.0,1,33,1.6,2.75
31,0,2,2,7,3,2,4,1,3,2,7,4,0,7547,4.0,0,12,3,4,3,13.0,3.0,3,7,7.0,1.0,7.0,0,36,2.0,3.75
32,0,2,1,2,4,3,1,0,4,2,6,4,2,5055,7.0,0,16,3,3,0,10.0,0.5,2,7,7.0,0.0,7.0,0,48,2.0,2.5
28,1,2,1,2,4,3,1,1,1,1,6,4,1,3464,5.0,1,13,3,4,0,5.0,4.0,2,3,2.0,2.0,2.0,1,39,1.3333333333333333,2.75
30,0,2,1,28,2,3,4,0,3,2,6,4,1,5775,1.0,0,13,3,4,2,11.0,2.0,3,10,8.0,1.0,9.0,0,39,1.7,3.75
31,0,1,1,7,2,1,3,0,2,3,4,3,1,8943,1.0,0,24,4,1,1,10.0,2.0,3,10,9.0,7.5,9.0,0,96,1.8,2.5
39,0,1,1,7,2,3,3,1,2,5,3,4,1,16581,1.0,0,15,3,1,1,21.0,2.0,3,18,9.0,7.5,3.0,3,45,0.6666666666666666,2.75
39,1,2,2,3,2,3,4,0,3,2,7,3,1,5238,4.0,1,18,3,1,0,12.0,3.0,2,1,0.0,0.0,0.0,2,54,0.0,2.5
